"","sample","maxGeneset"
"E60_P1_C02_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P1_C03_E48.2_CD4.CD8._P1P2","E48.2","naive2"
"E60_P1_C07_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P1_D05_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P1_E10_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P1_E12_E48.2_CD4.CD8._P1P2","E48.2","dysfunctional4"
"E60_P1_F10_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P1_F12_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P1_G02_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P1_G09_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P1_H10_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P1_H11_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_A05_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P2_B01_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_B02_E48.2_CD4.CD8._P1P2","E48.2","dysfunctional4"
"E60_P2_B03_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_B08_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P2_B09_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_C01_E48.2_CD4.CD8._P1P2","E48.2","dysfunctional4"
"E60_P2_C06_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P2_C09_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P2_D01_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_D02_E48.2_CD4.CD8._P1P2","E48.2","naive2"
"E60_P2_D07_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_E07_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P2_E10_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_F01_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P2_F05_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P2_F06_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_F07_E48.2_CD4.CD8._P1P2","E48.2","cytotoxic1"
"E60_P2_F09_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P2_G01_E48.2_CD4.CD8._P1P2","E48.2","naive2"
"E60_P2_G03_E48.2_CD4.CD8._P1P2","E48.2","predysfunctional3"
"E60_P3_D07_E48.2_CD4.CD8._P3P4","E48.2","predysfunctional3"
"E60_P4_D10_E48.2_CD4.CD8._P3P4","E48.2","predysfunctional3"
"E124_P3_B11_E124_CD4.CD8._P3P4","E124","predysfunctional3"
"E124_P3_G09_E124_CD4.CD8._P3P4","E124","predysfunctional3"
"E124_P1_A01_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_A03_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_A09_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_A10_E124_CD4.CD8._P1P2","E124","dysfunctional4"
"E124_P1_A12_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_B03_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_B05_E124_CD4.CD8._P1P2","E124","naive2"
"E124_P1_B11_E124_CD4.CD8._P1P2","E124","naive2"
"E124_P1_C03_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_D05_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_D09_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_D12_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_E12_E124_CD4.CD8._P1P2","E124","naive2"
"E124_P1_F03_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_F08_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_F09_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_F10_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_F11_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_G02_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_G03_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_G07_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_G10_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P1_G12_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_H01_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P1_H08_E124_CD4.CD8._P1P2","E124","dysfunctional4"
"E124_P2_A05_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_A10_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P2_A11_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P2_B05_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_B06_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_B07_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_C01_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_C03_E124_CD4.CD8._P1P2","E124","dysfunctional4"
"E124_P2_C08_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_D02_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_D03_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_D05_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_D10_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_E03_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_E04_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_E05_E124_CD4.CD8._P1P2","E124","naive2"
"E124_P2_E07_E124_CD4.CD8._P1P2","E124","naive2"
"E124_P2_E11_E124_CD4.CD8._P1P2","E124","dysfunctional4"
"E124_P2_E12_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P2_F06_E124_CD4.CD8._P1P2","E124","naive2"
"E124_P2_F11_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P2_F12_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_H02_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P2_H04_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P2_H06_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124_P2_H07_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"E124_P2_H11_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"E124CD4_8_P1_A02_E124_CD4.CD8._P1","E124","predysfunctional3"
"E124CD4_8_P1_A08_E124_CD4.CD8._P1","E124","predysfunctional3"
"E124CD4_8_P1_E08_E124_CD4.CD8._P1","E124","naive2"
"MGH201_P7_C09","MGH201","cytotoxic1"
"MGH201_P7_H10","MGH201","predysfunctional3"
"MGH206_P2_E03","MGH206","cytotoxic1"
"MGH206_P4_F11","MGH206","predysfunctional3"
"MGH201_P4_H08","MGH201","naive2"
"MGH202_P11_E05","MGH202","dysfunctional4"
"MGH202_P12_B12","MGH202","cytotoxic1"
"E124_P1_G09_E124_CD4.CD8._P1P2","E124","predysfunctional3"
"MGH135_P14_C08","MGH135","predysfunctional3"
"MGH201_P4_G12","MGH201","naive2"
"MGH202_P10_H01","MGH202","predysfunctional3"
"MGH207_P1_H01","MGH207","cytotoxic1"
"MGH207_P4_F11","MGH207","cytotoxic1"
"MGH207_P5_G05","MGH207","predysfunctional3"
"E124_P1_G11_E124_CD4.CD8._P1P2","E124","cytotoxic1"
"MGH201_P4_H12","MGH201","dysfunctional4"
"MGH201_P5_A08","MGH201","cytotoxic1"
"MGH207_P2_B02","MGH207","naive2"
"MGH209_P1_C09","MGH209","cytotoxic1"
"MGH209_P1_F07","MGH209","cytotoxic1"
"MGH209_P2_C10","MGH209","dysfunctional4"
"E_42_P6_E08_E42_CD4.CD8._P3P4P5P6","E42","cytotoxic1"
"MGH225_P4_C12","MGH225","cytotoxic1"
"MGH204_P1_A10","MGH204","predysfunctional3"
"E48_P1_F04_E48.1_CD4.CD8._P1P2P3P4","E48.1","dysfunctional4"
"E48_P4_H04_E48.1_CD4.CD8._P1P2P3P4","E48.1","cytotoxic1"
"E60_P4_F06_E48.2_CD4.CD8._P3P4","E48.2","predysfunctional3"
"E61_P1_H06_E61_CD4.CD8._P1P2.1","E61","naive2"
"E79_P1_A07_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_H01_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_H02_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E92_P2_H10_E92_CD4.CD8._P1P2","E92","naive2"
"E83_P4_E10_E83_CD4.CD8._P1P2P3P4","E83","cytotoxic1"
"E90_P1_E05_E90_CD4.CD8._P1P2.1","E90","predysfunctional3"
"E90_P1_F12_E90_CD4.CD8._P1P2","E90","cytotoxic1"
"E90_P1_G01_E90_CD4.CD8._P1P2.1","E90","dysfunctional4"
"E33TC_P3_G02_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P4_B03_E33_CD4.CD8._P3P4P5","E33","dysfunctional4"
"E33TC_P4_B12_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P4_C04_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P4_D08_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P4_E11_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P4_F05_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P4_G03_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P4_G06_E33_CD4.CD8._P3P4P5","E33","dysfunctional4"
"E33TC_P4_G09_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P4_H05_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P4_H06_E33_CD4.CD8._P3P4P5","E33","dysfunctional4"
"E33TC_P4_H07_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_A05_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P5_A12_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_B10_E33_CD4.CD8._P3P4P5","E33","dysfunctional4"
"E33TC_P5_B12_E33_CD4.CD8._P3P4P5","E33","dysfunctional4"
"E33TC_P5_C02_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_C06_E33_CD4.CD8._P3P4P5","E33","dysfunctional4"
"E33TC_P5_C10_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_D01_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_D05_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P5_D10_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P5_D11_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P5_E02_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_E09_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_E11_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_F02_E33_CD4.CD8._P3P4P5","E33","naive2"
"E33TC_P5_F09_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_G03_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P5_G05_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_G07_E33_CD4.CD8._P3P4P5","E33","predysfunctional3"
"E33TC_P5_G10_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E33TC_P5_H10_E33_CD4.CD8._P3P4P5","E33","cytotoxic1"
"E36TC_P1_A08_E36_CD4.CD8._P1","E36","cytotoxic1"
"E36TC_P2_G01_E36_CD4.CD8._P2P3P4","E36","predysfunctional3"
"E36TC_P3_B10_E36_CD4.CD8._P2P3P4","E36","cytotoxic1"
"E36TC_P3_C05_E36_CD4.CD8._P2P3P4","E36","cytotoxic1"
"E36TC_P3_D03_E36_CD4.CD8._P2P3P4","E36","cytotoxic1"
"E36TC_P3_D08_E36_CD4.CD8._P2P3P4","E36","cytotoxic1"
"E36TC_P3_E07_E36_CD4.CD8._P2P3P4","E36","predysfunctional3"
"E36TC_P3_F08_E36_CD4.CD8._P2P3P4","E36","cytotoxic1"
"E36TC_P3_H01_E36_CD4.CD8._P2P3P4","E36","predysfunctional3"
"E36TC_P4_B06_E36_CD4.CD8._P2P3P4","E36","predysfunctional3"
"E36TC_P4_B07_E36_CD4.CD8._P2P3P4","E36","predysfunctional3"
"E36TC_P4_C11_E36_CD4.CD8._P2P3P4","E36","cytotoxic1"
"E36TC_P4_F12_E36_CD4.CD8._P2P3P4","E36","naive2"
"E36TC_P4_G04_E36_CD4.CD8._P2P3P4","E36","predysfunctional3"
"E36TC_P4_G05_E36_CD4.CD8._P2P3P4","E36","cytotoxic1"
"E36TC_P4_H03_E36_CD4.CD8._P2P3P4","E36","predysfunctional3"
"E47_P1_D04_E47_CD4.CD8._P1P2P3P4","E47","dysfunctional4"
"E47_P1_E06_E47_CD4.CD8._P1P2P3P4","E47","predysfunctional3"
"E47_P2_F07_E47_CD4.CD8._P1P2P3P4","E47","cytotoxic1"
"E47_P3_E04_E47_CD4.CD8._P1P2P3P4","E47","cytotoxic1"
"E47_P3_E06_E47_CD4.CD8._P1P2P3P4","E47","predysfunctional3"
"E47_P3_E09_E47_CD4.CD8._P1P2P3P4","E47","predysfunctional3"
"E47_P3_H04_E47_CD4.CD8._P1P2P3P4","E47","predysfunctional3"
"E47_P4_D11_E47_CD4.CD8._P1P2P3P4","E47","cytotoxic1"
"E47_P4_H09_E47_CD4.CD8._P1P2P3P4","E47","predysfunctional3"
"E61_P3_B10_E61_CD4.CD8._P3P4","E61","predysfunctional3"
"E61_P3_C10_E61_CD4.CD8._P3P4","E61","predysfunctional3"
"E61_P3_G01_E61_CD4.CD8._P3P4","E61","dysfunctional4"
"E61_P4_E02_E61_CD4.CD8._P3P4","E61","predysfunctional3"
"E61_P1_A02_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P1_A05_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_A06_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P1_A07_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_A11_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_B03_E61_CD4.CD8._P1P2","E61","naive2"
"E61_P1_B05_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_B10_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_B11_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P1_B12_E61_CD4.CD8._P1P2","E61","naive2"
"E61_P1_C03_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_C06_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_C07_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_C08_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_C09_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_C10_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P1_C11_E61_CD4.CD8._P1P2","E61","dysfunctional4"
"E61_P1_D03_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P1_D04_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_D06_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_D10_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P1_E01_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_E02_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P1_E03_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_E06_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_E08_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P1_E10_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_E11_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P1_E12_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P1_F03_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_F05_E61_CD4.CD8._P1P2","E61","naive2"
"E61_P1_F09_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P1_F12_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P1_G01_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_G02_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P1_G05_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_G07_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_G09_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P1_G10_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P1_G12_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P1_H01_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_H05_E61_CD4.CD8._P1P2","E61","naive2"
"E61_P1_H10_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P1_H11_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_H12_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_A01_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_A03_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_A07_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P2_B01_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_B02_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_B03_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P2_B04_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P2_B06_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_B07_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_B08_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_B09_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P2_B11_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_C03_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_C05_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_C06_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_C08_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_C09_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_D11_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_D12_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_E03_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P2_E04_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P2_E06_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P2_E07_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_E08_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P2_E10_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_E12_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_F01_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_F02_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P2_F06_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P2_F10_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P2_F11_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P2_G03_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P2_G04_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P2_G06_E61_CD4.CD8._P1P2.1","E61","naive2"
"E61_P2_H01_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P2_H04_E61_CD4.CD8._P1P2.1","E61","cytotoxic1"
"E61_P2_H06_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_H09_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E61_P2_H11_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P1_A12_E61_CD4.CD8._P1P2","E61","cytotoxic1"
"E61_P1_E08_E61_CD4.CD8._P1P2.1","E61","predysfunctional3"
"E61_P1_F08_E61_CD4.CD8._P1P2","E61","predysfunctional3"
"E79_P1_A05_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P1_A06_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_A09_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_B01_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_B03_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P1_B04_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_B05_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_B06_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P1_B10_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_C01_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_C04_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_C09_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P1_C11_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P1_D03_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P1_D05_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P1_D09_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_E07_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_E08_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_E09_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_E12_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_F01_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_F04_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P1_F12_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P1_G01_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P1_G04_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_G06_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_H10_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P1_H11_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P2_A03_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P2_A07_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_A12_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P2_B04_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_B07_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_B10_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P2_B12_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_C01_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P2_C06_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_C11_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_D01_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_D08_E79_CD4.CD8._P1P2","E79","naive2"
"E79_P2_D10_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P2_E01_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P2_E07_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P2_E08_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_F05_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_F06_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P2_F12_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_G09_E79_CD4.CD8._P1P2","E79","predysfunctional3"
"E79_P2_G11_E79_CD4.CD8._P1P2","E79","dysfunctional4"
"E79_P2_H01_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E79_P2_H12_E79_CD4.CD8._P1P2","E79","cytotoxic1"
"E83_P1_G04_E83_CD4.CD8._P1P2P3P4","E83","predysfunctional3"
"E83_P2_E04_E83_CD4.CD8._P1P2P3P4","E83","cytotoxic1"
"E83_P2_E08_E83_CD4.CD8._P1P2P3P4","E83","cytotoxic1"
"E83_P2_H05_E83_CD4.CD8._P1P2P3P4","E83","naive2"
"E83_P3_A07_E83_CD4.CD8._P1P2P3P4","E83","predysfunctional3"
"E83_P3_E09_E83_CD4.CD8._P1P2P3P4","E83","predysfunctional3"
"E83_P3_H06_E83_CD4.CD8._P1P2P3P4","E83","dysfunctional4"
"E83_P4_G11_E83_CD4.CD8._P1P2P3P4","E83","predysfunctional3"
"E90_P1_F09_E90_CD4.CD8._P1P2","E90","naive2"
"E90_P1_A01_E90_CD4.CD8._P1P2.1","E90","predysfunctional3"
"E90_P1_D07_E90_CD4.CD8._P1P2","E90","predysfunctional3"
"E90_P1_E04_E90_CD4.CD8._P1P2.1","E90","dysfunctional4"
"E90_P2_E01_E90_CD4.CD8._P1P2","E90","predysfunctional3"
"E90_P2_G01_E90_CD4.CD8._P1P2","E90","predysfunctional3"
"E92_P1_A01_E92_CD4.CD8._P1P2","E92","predysfunctional3"
"E92_P1_A03_E92_CD4.CD8._P1P2","E92","naive2"
"E92_P1_A04_E92_CD4.CD8._P1P2","E92","predysfunctional3"
"E92_P1_A06_E92_CD4.CD8._P1P2","E92","predysfunctional3"
"E92_P1_A09_E92_CD4.CD8._P1P2","E92","predysfunctional3"
"E92_P1_A10_E92_CD4.CD8._P1P2","E92","naive2"
"E92_P1_B06_E92_CD4.CD8._P1P2","E92","dysfunctional4"
"E92_P1_B09_E92_CD4.CD8._P1P2","E92","cytotoxic1"
"E92_P1_C02_E92_CD4.CD8._P1P2","E92","predysfunctional3"
"E92_P1_C03_E92_CD4.CD8._P1P2","E92","predysfunctional3"
"E92_P1_C06_E92_CD4.CD8._P1P2","E92","cytotoxic1"
"E92_P1_D05_E92_CD4.CD8._P1P2","E92","cytotoxic1"
"E92_P2_A01_E92_CD4.CD8._P1P2","E92","cytotoxic1"
"E92_P2_C12_E92_CD4.CD8._P1P2","E92","naive2"
"E92_P2_D03_E92_CD4.CD8._P1P2","E92","cytotoxic1"
"E92_P2_D07_E92_CD4.CD8._P1P2","E92","dysfunctional4"
"E92_P2_D10_E92_CD4.CD8._P1P2","E92","predysfunctional3"
"E92_P2_E02_E92_CD4.CD8._P1P2","E92","predysfunctional3"
"E92_P2_E04_E92_CD4.CD8._P1P2","E92","cytotoxic1"
"E92_P2_E10_E92_CD4.CD8._P1P2","E92","dysfunctional4"
